timestamp_minutes,hour,crop_type,temperature,humidity,co2_ppm,light_lux,ethylene_ppm,temperature_floor,temperature_mid,temperature_ceiling,humidity_point_1,humidity_point_2,humidity_point_3,humidity_gradient_variance,door_open,door_cycles_today,door_cycles_cumulative,compressor_on,compressor_duty_cycle,compressor_power_kw,energy_consumed_kwh,energy_anomaly_score,room_pressure_pa,pressure_stability,condensation_risk_zones,quality_index,quality_status,rsl_hours,rsl_percent,decay_temperature,decay_humidity,decay_co2,decay_microbial,decay_infrastructure,flu_total,water_loss_percent,microbial_load,mold_risk_score,is_good,is_spoiled,quality_class,scenario_id,temp_profile,humidity_profile,initial_condition
10160,169,berries,,,413.4,11.2,0.58,,,,,,,,0,1,35,1,100.0,4.836,846.134,0.934,-2.54,0.873,0,0.0,SPOILED,0.0,0.0,0.4,0.7,1.0,0.3,0.7318,,,8.0,1.0,0,1,4,berries_00000,optimal,optimal,fresh
160,2,berries,14.64,93.83,1063.1,8.1,0.67,14.36,14.69,15.16,93.4,94.28,96.43,1.624,0,0,0,1,100.0,4.872,13.372,0.949,-3.47,0.826,0,23.77,CRITICAL,150.3,89.49,0.4,1.0,0.9119,1.0,0.7292,0.1051,0.04,0.32,0.04,0,0,3,berries_00000,optimal,optimal,fresh
70,1,mango,14.35,88.94,509.0,12.1,0.5,14.09,14.4,14.93,89.94,88.9,90.07,0.272,0,0,0,1,100.0,5.43,5.885,1.172,-3.17,0.842,0,60.55,MARGINAL,358.6,99.62,0.8852,1.0,0.9973,1.0,0.689,0.0038,0.02,0.14,0.02,0,0,1,mango_00000,optimal,optimal,fresh
15030,250,avocado,,,419.6,14.1,0.61,,,,,,,,0,2,46,1,100.0,5.011,1254.491,1.005,-2.71,0.865,0,0.0,SPOILED,0.0,0.0,0.4,0.7,1.0,0.3,0.7192,,,7.0,1.0,0,1,4,avocado_00000,optimal,optimal,fresh
30,0,mango,13.03,88.97,441.3,13.7,0.57,12.82,13.01,13.45,88.69,88.44,90.08,0.518,0,0,0,1,50.0,5.062,2.472,1.025,-1.67,0.917,0,79.26,GOOD,359.4,99.84,0.9988,1.0,1.0,1.0,0.795,0.0016,0.01,0.06,0.009,1,0,0,mango_00000,optimal,optimal,fresh
20,0,orange,6.71,87.82,387.6,9.6,0.64,6.48,6.63,7.09,86.54,88.65,86.03,1.282,0,0,0,1,50.0,5.0,1.632,1.0,-1.62,0.919,0,79.98,GOOD,2159.6,99.98,1.0,1.0,1.0,1.0,0.8,0.0002,0.0,0.04,0.007,1,0,0,orange_00000,optimal,optimal,fresh
205,3,mango,18.07,86.36,781.6,6.5,0.57,17.94,18.04,18.58,86.27,86.53,89.21,1.764,0,0,0,1,100.0,4.658,17.005,0.863,-3.12,0.844,0,30.44,AT_RISK,353.5,98.18,0.4385,1.0,0.9518,1.0,0.7446,0.0182,0.07,0.41,0.059,0,0,2,mango_00000,optimal,optimal,fresh
240,4,orange,14.39,88.57,474.2,12.8,0.65,14.07,14.48,14.69,87.1,88.89,89.98,1.417,0,0,0,1,100.0,4.546,19.656,0.819,-2.68,0.866,0,30.0,AT_RISK,2154.2,99.73,0.4,1.0,1.0,1.0,0.7527,0.0027,0.03,0.48,0.08,0,0,2,orange_00000,optimal,optimal,fresh
185,3,mango,17.68,87.23,742.4,10.4,0.52,17.5,17.83,18.06,86.14,87.66,87.46,0.454,0,0,0,1,100.0,4.84,15.361,0.936,-3.33,0.834,0,33.79,AT_RISK,354.6,98.51,0.4898,1.0,0.9594,1.0,0.7315,0.0149,0.06,0.37,0.053,0,0,2,mango_00000,optimal,optimal,fresh
40,0,avocado,8.99,93.27,466.2,6.0,0.61,8.72,8.98,9.58,93.52,93.5,92.33,0.308,0,0,0,1,50.0,4.65,3.334,0.86,-1.89,0.905,0,76.1,GOOD,399.3,99.83,0.9208,1.0,1.0,1.0,0.828,0.0017,0.01,0.08,0.011,1,0,0,avocado_00000,optimal,optimal,fresh
200,3,mango,17.95,86.58,753.2,11.3,0.64,17.76,17.94,18.48,87.28,86.76,84.08,1.97,0,0,0,1,100.0,4.868,16.616,0.947,-2.84,0.858,0,30.99,AT_RISK,353.8,98.27,0.4545,1.0,0.9537,1.0,0.7295,0.0173,0.07,0.4,0.057,0,0,2,mango_00000,optimal,optimal,fresh
15,0,leafy_greens,3.51,96.54,463.9,10.9,0.65,3.03,3.51,3.87,96.2,96.02,98.61,1.39,0,0,0,1,50.0,5.423,1.277,1.169,-1.75,0.913,1,76.52,GOOD,239.7,99.89,1.0,1.0,1.0,1.0,0.7662,0.0011,0.0,0.03,0.004,1,0,0,leafy_greens_00000,optimal,optimal,fresh
40,0,orange,7.65,88.06,413.7,6.5,0.59,7.18,7.67,8.13,87.93,88.16,87.0,0.251,0,0,0,1,50.0,4.631,3.256,0.852,-2.61,0.869,0,82.91,GOOD,2159.3,99.97,1.0,1.0,1.0,1.0,0.8295,0.0003,0.0,0.08,0.013,1,0,0,orange_00000,optimal,optimal,fresh
115,1,mango,15.64,87.95,585.2,13.5,0.54,15.13,15.66,16.12,87.0,88.53,88.22,0.439,0,0,0,1,100.0,5.001,9.639,1.0,-2.94,0.853,0,52.25,MARGINAL,357.6,99.32,0.7435,1.0,0.984,1.0,0.7199,0.0068,0.03,0.23,0.033,0,0,1,mango_00000,optimal,optimal,fresh
20,0,mango,12.74,88.32,437.1,13.7,0.53,12.37,12.82,13.25,87.93,87.65,88.25,0.061,0,0,0,1,50.0,4.682,1.639,0.873,-1.92,0.904,0,82.44,GOOD,359.6,99.9,1.0,1.0,1.0,1.0,0.8255,0.001,0.01,0.04,0.006,1,0,0,mango_00000,optimal,optimal,fresh
170,2,mango,17.29,87.68,685.2,14.7,0.5,17.09,17.31,17.77,86.19,88.66,86.7,1.134,0,0,0,1,100.0,5.424,14.203,1.169,-3.6,0.82,0,35.47,AT_RISK,355.4,98.72,0.5411,1.0,0.9649,1.0,0.6895,0.0128,0.05,0.34,0.049,0,0,2,mango_00000,optimal,optimal,fresh
15,0,leafy_greens,3.51,96.54,463.9,10.9,0.65,3.03,3.51,3.87,96.2,96.02,98.61,1.39,0,0,0,1,50.0,5.423,1.277,1.169,-1.75,0.913,1,76.52,GOOD,239.7,99.89,1.0,1.0,1.0,1.0,0.7662,0.0011,0.0,0.03,0.004,1,0,0,leafy_greens_00000,optimal,optimal,fresh
75,1,orange,9.17,89.86,439.9,12.9,0.67,8.99,9.18,9.56,88.5,90.35,91.89,1.914,0,0,0,1,100.0,5.058,6.134,1.023,-3.77,0.812,0,64.64,MARGINAL,2158.5,99.93,0.9039,1.0,1.0,1.0,0.7158,0.0007,0.01,0.15,0.025,0,0,1,orange_00000,optimal,optimal,fresh
60,1,mango,13.96,89.01,517.3,9.6,0.52,13.53,13.85,14.33,88.31,88.93,90.51,0.859,0,0,0,1,100.0,5.322,5.012,1.129,-2.8,0.86,0,64.12,MARGINAL,358.8,99.68,0.9239,1.0,0.9998,1.0,0.6968,0.0032,0.02,0.12,0.017,0,0,1,mango_00000,optimal,optimal,fresh
75,1,mango,14.54,88.55,520.7,12.4,0.57,14.13,14.76,15.12,88.76,89.53,88.53,0.184,0,0,0,1,100.0,5.216,6.32,1.086,-3.12,0.844,0,60.42,MARGINAL,358.5,99.59,0.8654,1.0,0.996,1.0,0.7045,0.0041,0.02,0.15,0.021,0,0,1,mango_00000,optimal,optimal,fresh
60,1,avocado,10.05,94.31,501.6,10.1,0.62,9.74,10.1,10.59,95.18,94.69,98.96,3.646,0,0,0,1,100.0,4.704,5.019,0.881,-2.16,0.892,1,59.93,MARGINAL,398.9,99.74,0.8109,1.0,1.0,1.0,0.7413,0.0026,0.01,0.12,0.017,0,0,1,avocado_00000,optimal,optimal,fresh
50,0,leafy_greens,6.74,96.5,570.6,12.1,0.58,6.41,6.62,7.26,94.6,96.91,95.24,0.946,0,0,0,1,50.0,5.084,4.264,1.034,-2.48,0.876,0,57.78,MARGINAL,239.0,99.59,0.732,1.0,1.0,1.0,0.7933,0.0041,0.02,0.1,0.013,0,0,1,leafy_greens_00000,optimal,optimal,fresh
650,10,mango,30.5,85.97,1295.1,13.4,0.61,30.08,30.57,30.88,86.53,85.34,86.15,0.246,0,1,1,1,100.0,4.927,54.016,0.971,-3.24,0.838,0,14.21,CRITICAL,238.2,66.17,0.4,1.0,0.8437,0.8896,0.7252,0.3383,0.36,2.559,0.366,0,0,3,mango_00000,optimal,optimal,fresh
10,0,leafy_greens,3.06,96.71,411.5,13.1,0.65,2.61,2.93,3.63,96.99,96.65,95.07,0.702,0,0,0,1,50.0,4.63,0.825,0.852,-2.01,0.9,0,82.89,GOOD,239.8,99.93,1.0,1.0,1.0,1.0,0.8296,0.0007,0.0,0.02,0.003,1,0,0,leafy_greens_00000,optimal,optimal,fresh
80,1,orange,9.4,90.28,418.8,5.8,0.53,9.2,9.42,9.75,89.75,90.15,91.62,0.652,0,0,0,1,100.0,4.808,6.534,0.923,-3.0,0.85,0,64.16,MARGINAL,2158.4,99.93,0.88,0.9944,1.0,1.0,0.7338,0.0007,0.01,0.16,0.027,0,0,1,orange_00000,optimal,optimal,fresh
30,0,orange,7.11,88.23,406.5,5.4,0.67,6.74,7.15,7.72,88.9,88.23,88.82,0.09,0,0,0,1,50.0,5.343,2.48,1.137,-2.23,0.888,0,77.23,GOOD,2159.4,99.97,1.0,1.0,1.0,1.0,0.7725,0.0003,0.0,0.06,0.01,1,0,0,orange_00000,optimal,optimal,fresh
50,0,berries,5.25,92.64,536.9,10.4,0.64,5.04,5.13,5.79,92.81,93.05,90.96,0.874,0,0,0,1,50.0,4.831,4.133,0.932,-2.98,0.851,0,54.21,MARGINAL,166.9,99.32,0.671,1.0,1.0,1.0,0.8136,0.0068,0.01,0.1,0.012,0,0,1,berries_00000,optimal,optimal,fresh
5,0,berries,1.21,92.72,400.6,14.1,0.64,0.84,1.1,1.7,92.5,92.15,95.44,2.179,0,0,0,1,50.0,4.801,0.4,0.92,-2.06,0.897,0,81.54,GOOD,167.9,99.94,1.0,1.0,1.0,1.0,0.8159,0.0006,0.0,0.01,0.001,1,0,0,berries_00000,optimal,optimal,fresh
4250,70,orange,21.18,88.95,803.9,5.5,0.69,20.74,21.28,21.62,88.79,89.01,89.17,0.025,0,2,11,1,100.0,5.12,353.847,1.048,-2.79,0.86,0,4.55,SPOILED,1253.0,58.01,0.4,1.0,0.9453,0.301,0.7113,0.4199,1.28,5.994,0.999,0,1,4,orange_00000,optimal,optimal,fresh
20,0,leafy_greens,4.04,96.48,459.7,7.6,0.51,3.68,4.16,4.63,95.33,96.89,95.09,0.631,0,0,0,1,50.0,5.259,1.715,1.104,-1.44,0.928,0,77.66,GOOD,239.6,99.85,0.9984,1.0,1.0,1.0,0.7793,0.0015,0.01,0.04,0.005,1,0,0,leafy_greens_00000,optimal,optimal,fresh
120,2,orange,10.9,88.36,444.0,14.1,0.6,10.68,10.83,11.3,87.42,88.53,86.34,0.798,0,0,0,1,100.0,4.648,9.865,0.859,-3.38,0.831,0,53.03,MARGINAL,2157.5,99.88,0.7126,1.0,1.0,1.0,0.7453,0.0012,0.01,0.24,0.04,0,0,1,orange_00000,optimal,optimal,fresh
175,2,mango,17.46,87.23,720.5,8.8,0.64,17.15,17.43,17.88,85.9,87.51,87.91,0.753,0,0,0,1,100.0,4.519,14.579,0.807,-3.59,0.82,0,37.13,AT_RISK,355.2,98.65,0.5189,1.0,0.9631,1.0,0.7547,0.0135,0.06,0.35,0.05,0,0,2,mango_00000,optimal,optimal,fresh
20,0,mango,12.74,88.32,437.1,13.7,0.53,12.37,12.82,13.25,87.93,87.65,88.25,0.061,0,0,0,1,50.0,4.682,1.639,0.873,-1.92,0.904,0,82.44,GOOD,359.6,99.9,1.0,1.0,1.0,1.0,0.8255,0.001,0.01,0.04,0.006,1,0,0,mango_00000,optimal,optimal,fresh
1090,18,orange,24.56,85.49,651.0,14.3,0.7,24.23,24.5,24.85,85.3,85.75,83.76,0.728,0,6,6,1,100.0,4.684,90.548,0.873,-3.13,0.844,0,18.19,CRITICAL,1967.5,91.09,0.4,1.0,0.9741,0.702,0.7353,0.0891,0.29,3.588,0.598,0,0,3,orange_00000,optimal,optimal,fresh
15,0,orange,6.45,88.26,415.8,7.4,0.67,6.15,6.58,6.98,87.54,87.36,89.29,0.761,0,0,0,1,50.0,4.818,1.216,0.927,-1.76,0.912,0,81.44,GOOD,2159.7,99.99,1.0,1.0,1.0,1.0,0.8146,0.0001,0.0,0.03,0.005,1,0,0,orange_00000,optimal,optimal,fresh
50,0,mango,13.6,89.38,463.7,11.7,0.54,13.39,13.69,13.93,88.32,89.41,88.47,0.232,0,0,0,1,50.0,4.9,4.143,0.96,-2.13,0.894,0,77.07,GOOD,359.0,99.73,0.9568,1.0,1.0,1.0,0.808,0.0027,0.01,0.1,0.014,1,0,0,mango_00000,optimal,optimal,fresh
15,0,mango,12.45,88.06,409.8,10.6,0.57,12.05,12.45,13.0,88.31,87.19,85.11,1.756,0,0,0,1,50.0,5.23,1.249,1.092,-1.97,0.902,0,78.09,GOOD,359.7,99.92,1.0,1.0,1.0,1.0,0.7816,0.0008,0.0,0.03,0.004,1,0,0,mango_00000,optimal,optimal,fresh
25,0,leafy_greens,4.45,96.69,474.9,10.9,0.53,4.21,4.65,5.06,96.24,98.09,97.52,0.603,0,0,0,1,50.0,5.448,2.169,1.179,-1.51,0.924,2,73.87,GOOD,239.5,99.81,0.9689,1.0,1.0,1.0,0.7641,0.0019,0.01,0.05,0.007,1,0,0,leafy_greens_00000,optimal,optimal,fresh
40,0,leafy_greens,5.82,96.08,539.3,8.2,0.51,5.63,6.04,6.48,97.28,96.16,96.94,0.221,0,0,0,1,50.0,4.805,3.401,0.922,-1.49,0.926,1,67.87,MARGINAL,239.2,99.68,0.8354,1.0,1.0,1.0,0.8156,0.0032,0.01,0.08,0.011,0,0,1,leafy_greens_00000,optimal,optimal,fresh
85,1,orange,9.7,90.29,405.9,9.1,0.56,9.47,9.68,10.15,88.02,89.65,88.6,0.454,0,0,0,1,100.0,4.988,6.95,0.995,-2.82,0.859,0,60.81,MARGINAL,2158.3,99.92,0.8493,0.9942,1.0,1.0,0.7209,0.0008,0.01,0.17,0.028,0,0,1,orange_00000,optimal,optimal,fresh
45,0,berries,4.77,92.25,517.0,14.3,0.64,4.73,4.69,5.24,92.69,91.99,91.25,0.343,0,0,0,1,50.0,5.337,3.731,1.135,-2.6,0.87,0,55.94,MARGINAL,167.0,99.41,0.7282,1.0,1.0,1.0,0.773,0.0059,0.01,0.09,0.011,0,0,1,berries_00000,optimal,optimal,fresh
45,0,berries,4.77,92.25,517.0,14.3,0.64,4.73,4.69,5.24,92.69,91.99,91.25,0.343,0,0,0,1,50.0,5.337,3.731,1.135,-2.6,0.87,0,55.94,MARGINAL,167.0,99.41,0.7282,1.0,1.0,1.0,0.773,0.0059,0.01,0.09,0.011,0,0,1,berries_00000,optimal,optimal,fresh
15,0,orange,6.45,88.26,415.8,7.4,0.67,6.15,6.58,6.98,87.54,87.36,89.29,0.761,0,0,0,1,50.0,4.818,1.216,0.927,-1.76,0.912,0,81.44,GOOD,2159.7,99.99,1.0,1.0,1.0,1.0,0.8146,0.0001,0.0,0.03,0.005,1,0,0,orange_00000,optimal,optimal,fresh
895,14,avocado,,,397.0,5.1,0.6,,,,,,,,0,2,2,1,100.0,4.697,74.576,0.879,-4.72,0.764,0,0.0,SPOILED,0.0,0.0,0.4,0.7,1.0,0.4326,0.7418,,,6.072,0.867,0,1,4,avocado_00000,optimal,optimal,fresh
20,0,berries,2.64,92.99,429.5,6.6,0.52,2.4,2.68,3.33,93.13,92.86,94.16,0.315,0,0,0,1,50.0,4.542,1.615,0.817,-1.85,0.907,0,79.55,GOOD,167.6,99.76,0.9531,1.0,1.0,1.0,0.8366,0.0024,0.0,0.04,0.005,1,0,0,berries_00000,optimal,optimal,fresh
40,0,avocado,8.99,93.27,466.2,6.0,0.61,8.72,8.98,9.58,93.52,93.5,92.33,0.308,0,0,0,1,50.0,4.65,3.334,0.86,-1.89,0.905,0,76.1,GOOD,399.3,99.83,0.9208,1.0,1.0,1.0,0.828,0.0017,0.01,0.08,0.011,1,0,0,avocado_00000,optimal,optimal,fresh
630,10,mango,29.88,85.82,1196.6,5.4,0.59,29.55,30.01,30.41,84.93,84.71,84.33,0.063,0,1,1,1,100.0,4.972,52.332,0.989,-3.36,0.832,0,15.73,CRITICAL,250.5,69.58,0.4,1.0,0.8648,0.9171,0.722,0.3042,0.34,2.271,0.324,0,0,3,mango_00000,optimal,optimal,fresh
30,0,avocado,8.44,92.77,428.0,6.6,0.54,8.23,8.52,8.97,93.27,93.63,96.54,2.146,0,0,0,1,50.0,4.942,2.559,0.977,-2.6,0.87,0,77.97,GOOD,399.5,99.88,0.9705,1.0,1.0,1.0,0.8046,0.0012,0.01,0.06,0.009,1,0,0,avocado_00000,optimal,optimal,fresh
170,2,mango,17.29,87.68,685.2,14.7,0.5,17.09,17.31,17.77,86.19,88.66,86.7,1.134,0,0,0,1,100.0,5.424,14.203,1.169,-3.6,0.82,0,35.47,AT_RISK,355.4,98.72,0.5411,1.0,0.9649,1.0,0.6895,0.0128,0.05,0.34,0.049,0,0,2,mango_00000,optimal,optimal,fresh
20,0,avocado,7.89,92.6,445.1,8.8,0.51,7.64,7.83,8.37,92.02,93.56,94.26,0.877,0,0,0,1,50.0,5.254,1.741,1.101,-2.41,0.879,0,77.9,GOOD,399.7,99.92,1.0,1.0,1.0,1.0,0.7797,0.0008,0.0,0.04,0.006,1,0,0,avocado_00000,optimal,optimal,fresh
70,1,avocado,10.57,95.01,528.0,9.0,0.67,10.25,10.49,11.22,94.32,95.15,93.02,0.766,0,0,0,1,100.0,4.913,5.837,0.965,-2.37,0.881,0,54.37,MARGINAL,398.7,99.68,0.7516,0.9998,1.0,1.0,0.7263,0.0032,0.02,0.14,0.02,0,0,1,avocado_00000,optimal,optimal,fresh
180,3,orange,12.72,88.84,461.0,8.5,0.52,12.57,12.81,13.29,88.81,89.1,88.3,0.109,0,0,0,1,100.0,4.511,14.784,0.804,-4.05,0.797,0,36.54,AT_RISK,2155.9,99.81,0.485,1.0,1.0,1.0,0.7552,0.0019,0.02,0.36,0.06,0,0,2,orange_00000,optimal,optimal,fresh
45,0,orange,7.86,88.0,418.1,9.8,0.58,7.44,8.05,8.35,88.99,88.58,89.1,0.049,0,0,0,1,50.0,5.319,3.7,1.128,-2.69,0.866,0,77.41,GOOD,2159.2,99.96,1.0,1.0,1.0,1.0,0.7745,0.0004,0.0,0.09,0.015,1,0,0,orange_00000,optimal,optimal,fresh
100,1,orange,10.32,89.2,438.2,12.4,0.56,10.03,10.3,10.99,89.5,88.78,87.9,0.425,0,0,0,1,100.0,4.966,8.192,0.986,-2.83,0.858,0,56.33,MARGINAL,2158.0,99.91,0.7806,1.0,1.0,1.0,0.7225,0.0009,0.01,0.2,0.033,0,0,1,orange_00000,optimal,optimal,fresh
70,1,mango,14.35,88.94,509.0,12.1,0.5,14.09,14.4,14.93,89.94,88.9,90.07,0.272,0,0,0,1,100.0,5.43,5.885,1.172,-3.17,0.842,0,60.55,MARGINAL,358.6,99.62,0.8852,1.0,0.9973,1.0,0.689,0.0038,0.02,0.14,0.02,0,0,1,mango_00000,optimal,optimal,fresh
75,1,orange,9.17,89.86,439.9,12.9,0.67,8.99,9.18,9.56,88.5,90.35,91.89,1.914,0,0,0,1,100.0,5.058,6.134,1.023,-3.77,0.812,0,64.64,MARGINAL,2158.5,99.93,0.9039,1.0,1.0,1.0,0.7158,0.0007,0.01,0.15,0.025,0,0,1,orange_00000,optimal,optimal,fresh
75,1,leafy_greens,8.69,96.48,650.6,7.8,0.55,8.38,8.44,9.14,98.09,96.36,96.06,0.802,0,0,0,1,100.0,4.586,6.296,0.834,-3.06,0.847,1,36.36,AT_RISK,238.4,99.33,0.4889,1.0,1.0,1.0,0.7498,0.0067,0.02,0.15,0.02,0,0,2,leafy_greens_00000,optimal,optimal,fresh
25,0,orange,6.93,88.21,404.3,10.0,0.56,6.5,6.87,7.41,86.9,88.5,88.98,0.79,0,0,0,1,50.0,4.833,2.035,0.933,-1.78,0.911,0,81.31,GOOD,2159.5,99.98,1.0,1.0,1.0,1.0,0.8134,0.0002,0.0,0.05,0.008,1,0,0,orange_00000,optimal,optimal,fresh
145,2,orange,11.68,88.63,434.2,10.7,0.51,11.43,11.6,12.15,89.03,87.35,86.0,1.536,0,0,0,1,100.0,5.246,11.925,1.099,-4.02,0.799,0,43.35,AT_RISK,2156.8,99.85,0.6185,1.0,1.0,1.0,0.7023,0.0015,0.02,0.29,0.048,0,0,2,orange_00000,optimal,optimal,fresh
5,0,leafy_greens,2.64,97.09,401.8,5.9,0.54,2.47,2.55,3.1,96.06,97.67,94.59,1.582,0,0,0,1,50.0,5.272,0.439,1.109,-2.17,0.892,1,77.79,GOOD,239.9,99.96,1.0,1.0,1.0,1.0,0.7782,0.0004,0.0,0.01,0.001,1,0,0,leafy_greens_00000,optimal,optimal,fresh
205,3,mango,18.07,86.36,781.6,6.5,0.57,17.94,18.04,18.58,86.27,86.53,89.21,1.764,0,0,0,1,100.0,4.658,17.005,0.863,-3.12,0.844,0,30.44,AT_RISK,353.5,98.18,0.4385,1.0,0.9518,1.0,0.7446,0.0182,0.07,0.41,0.059,0,0,2,mango_00000,optimal,optimal,fresh
40,0,mango,13.29,89.36,487.9,9.1,0.61,12.96,13.21,13.66,89.94,89.31,91.62,0.954,0,0,0,1,50.0,5.248,3.338,1.099,-2.19,0.891,0,76.42,GOOD,359.2,99.79,0.982,1.0,1.0,1.0,0.7802,0.0021,0.01,0.08,0.011,1,0,0,mango_00000,optimal,optimal,fresh
35,0,leafy_greens,5.38,96.32,503.6,12.6,0.69,4.98,5.53,5.98,95.82,96.3,96.25,0.046,0,0,0,1,50.0,4.556,3.0,0.823,-1.31,0.935,0,73.45,GOOD,239.3,99.73,0.882,1.0,1.0,1.0,0.8355,0.0027,0.01,0.07,0.009,1,0,0,leafy_greens_00000,optimal,optimal,fresh
110,1,orange,10.66,89.44,440.4,11.2,0.7,10.39,10.73,11.22,91.0,89.75,87.01,2.769,0,0,0,1,100.0,5.491,9.083,1.196,-3.38,0.831,0,50.71,MARGINAL,2157.7,99.89,0.7417,1.0,1.0,1.0,0.6847,0.0011,0.01,0.22,0.037,0,0,1,orange_00000,optimal,optimal,fresh
35,0,orange,7.36,87.77,416.8,7.2,0.58,7.11,7.14,8.01,87.2,87.53,87.19,0.024,0,0,0,1,50.0,4.682,2.87,0.873,-2.62,0.869,0,82.51,GOOD,2159.4,99.97,1.0,1.0,1.0,1.0,0.8255,0.0003,0.0,0.07,0.012,1,0,0,orange_00000,optimal,optimal,fresh
145,2,orange,11.68,88.63,434.2,10.7,0.51,11.43,11.6,12.15,89.03,87.35,86.0,1.536,0,0,0,1,100.0,5.246,11.925,1.099,-4.02,0.799,0,43.35,AT_RISK,2156.8,99.85,0.6185,1.0,1.0,1.0,0.7023,0.0015,0.02,0.29,0.048,0,0,2,orange_00000,optimal,optimal,fresh
50,0,mango,13.6,89.38,463.7,11.7,0.54,13.39,13.69,13.93,88.32,89.41,88.47,0.232,0,0,0,1,50.0,4.9,4.143,0.96,-2.13,0.894,0,77.07,GOOD,359.0,99.73,0.9568,1.0,1.0,1.0,0.808,0.0027,0.01,0.1,0.014,1,0,0,mango_00000,optimal,optimal,fresh
35,0,leafy_greens,5.38,96.32,503.6,12.6,0.69,4.98,5.53,5.98,95.82,96.3,96.25,0.046,0,0,0,1,50.0,4.556,3.0,0.823,-1.31,0.935,0,73.45,GOOD,239.3,99.73,0.882,1.0,1.0,1.0,0.8355,0.0027,0.01,0.07,0.009,1,0,0,leafy_greens_00000,optimal,optimal,fresh
25,0,avocado,8.22,92.86,440.4,13.6,0.69,7.92,8.35,8.73,92.36,92.49,93.95,0.52,0,0,0,1,50.0,4.872,2.147,0.949,-2.64,0.868,0,79.85,GOOD,399.6,99.9,0.9867,1.0,1.0,1.0,0.8103,0.001,0.01,0.05,0.007,1,0,0,avocado_00000,optimal,optimal,fresh
55,0,berries,5.58,92.7,529.6,6.3,0.64,5.18,5.55,5.95,92.46,92.54,90.96,0.53,0,0,0,1,50.0,5.231,4.569,1.092,-2.67,0.867,0,48.91,AT_RISK,166.7,99.23,0.6309,1.0,1.0,1.0,0.7815,0.0077,0.01,0.11,0.014,0,0,2,berries_00000,optimal,optimal,fresh
25,0,mango,12.96,88.55,438.2,10.5,0.68,12.52,12.76,13.51,88.56,88.68,88.41,0.013,0,0,0,1,50.0,4.931,2.05,0.972,-1.65,0.918,0,80.43,GOOD,359.5,99.87,1.0,1.0,1.0,1.0,0.8056,0.0013,0.01,0.05,0.007,1,0,0,mango_00000,optimal,optimal,fresh
100,1,orange,10.32,89.2,438.2,12.4,0.56,10.03,10.3,10.99,89.5,88.78,87.9,0.425,0,0,0,1,100.0,4.966,8.192,0.986,-2.83,0.858,0,56.33,MARGINAL,2158.0,99.91,0.7806,1.0,1.0,1.0,0.7225,0.0009,0.01,0.2,0.033,0,0,1,orange_00000,optimal,optimal,fresh
145,2,mango,16.63,87.76,660.0,10.6,0.58,16.37,16.82,17.16,86.61,88.0,86.08,0.656,0,0,0,1,100.0,4.584,12.072,0.834,-4.08,0.796,0,45.05,AT_RISK,356.5,99.04,0.6239,1.0,0.9739,1.0,0.75,0.0096,0.04,0.29,0.041,0,0,2,mango_00000,optimal,optimal,fresh
25,0,avocado,8.22,92.86,440.4,13.6,0.69,7.92,8.35,8.73,92.36,92.49,93.95,0.52,0,0,0,1,50.0,4.872,2.147,0.949,-2.64,0.868,0,79.85,GOOD,399.6,99.9,0.9867,1.0,1.0,1.0,0.8103,0.001,0.01,0.05,0.007,1,0,0,avocado_00000,optimal,optimal,fresh
1070,17,orange,24.83,85.81,653.1,10.7,0.64,24.55,24.92,25.37,86.22,86.69,86.13,0.058,0,6,6,1,100.0,4.611,88.916,0.844,-2.8,0.86,0,18.87,CRITICAL,1974.0,91.39,0.4,1.0,0.9759,0.7196,0.7406,0.0861,0.29,3.483,0.58,0,0,3,orange_00000,optimal,optimal,fresh
15,0,avocado,7.58,92.05,419.2,13.4,0.58,7.37,7.64,7.89,91.17,91.85,91.04,0.127,0,0,0,1,50.0,5.379,1.303,1.152,-2.24,0.888,0,76.91,GOOD,399.8,99.94,1.0,1.0,1.0,1.0,0.7697,0.0006,0.0,0.03,0.004,1,0,0,avocado_00000,optimal,optimal,fresh
125,2,mango,15.96,88.22,620.8,9.9,0.65,15.59,15.94,16.44,87.31,88.47,87.71,0.235,0,0,0,1,100.0,5.165,10.461,1.066,-3.42,0.829,0,48.54,AT_RISK,357.3,99.24,0.7053,1.0,0.9807,1.0,0.7082,0.0076,0.04,0.25,0.036,0,0,2,mango_00000,optimal,optimal,fresh
60,1,berries,6.0,92.48,559.6,10.4,0.61,5.77,6.13,6.41,92.99,92.22,93.01,0.135,0,0,0,1,100.0,4.881,4.976,0.953,-2.9,0.855,0,41.75,AT_RISK,166.5,99.12,0.5784,1.0,1.0,1.0,0.7285,0.0088,0.01,0.12,0.015,0,0,2,berries_00000,optimal,optimal,fresh
100,1,orange,10.32,89.2,438.2,12.4,0.56,10.03,10.3,10.99,89.5,88.78,87.9,0.425,0,0,0,1,100.0,4.966,8.192,0.986,-2.83,0.858,0,56.33,MARGINAL,2158.0,99.91,0.7806,1.0,1.0,1.0,0.7225,0.0009,0.01,0.2,0.033,0,0,1,orange_00000,optimal,optimal,fresh
9440,157,berries,,,407.0,7.6,0.65,,,,,,,,0,1,31,1,100.0,5.397,786.442,1.159,-1.99,0.9,0,0.0,SPOILED,0.0,0.0,0.4,0.7,1.0,0.3,0.6914,,,8.0,1.0,0,1,4,berries_00000,optimal,optimal,fresh
